title,document_url,company_url,page_number,direct_download_url
Umeme Limited (UMME.ke) 2021 Annual Report,https://africanfinancials.com/document/ke-umme-2021-ar-00/,https://africanfinancials.com/company/ke-umme/,68,https://drive.google.com/uc?export=download&id=1-mPS4qJHKDUyuQCmfBzFQ-jV82_mkAyE
Eveready East Africa Limited (EVRD.ke) 2021 Annual Report,https://africanfinancials.com/document/ke-evrd-2021-ar-00/,https://africanfinancials.com/company/ke-evrd/,71,https://drive.google.com/uc?export=download&id=1z-12opQ_mIDLFT5wU4mreWxqSDFNXj45
Sasini Limited (SASN.ke) 2021 Annual Report,https://africanfinancials.com/document/ke-sasn-2021-ar-00/,https://africanfinancials.com/company/ke-sasn/,71,https://drive.google.com/uc?export=download&id=1cL_GDA7-f_g_xIojnDBesrjeBbkOb9xc
Car & General Limited (CGEN.ke) 2021 Annual Report,https://africanfinancials.com/document/ke-cgen-2021-ar-00/,https://africanfinancials.com/company/ke-cgen/,72,https://drive.google.com/uc?export=download&id=1sYCafKfEjQLzTBPtydJOKPcI7Fdj6Naf
KenGen Limited (KEGN.ke) 2021 Annual Report,https://africanfinancials.com/document/ke-kegn-2021-ar-00/,https://africanfinancials.com/company/ke-kegn/,72,https://drive.google.com/uc?export=download&id=1Xrc6UZF86iN4P29CrAQqRd2fCB7AxV7f
Uchumi Supermarkets Limited (UCHM.ke) 2021 Annual Report,https://africanfinancials.com/document/ke-uchm-2021-ar-00/,https://africanfinancials.com/company/ke-uchm/,72,https://drive.google.com/uc?export=download&id=1eeWXT5s0DTxBuAUHzL8e-1QePxHArgZq
Unga Group Limited (UNGA.ke) 2021 Annual Report,https://africanfinancials.com/document/ke-unga-2021-ar-00/,https://africanfinancials.com/company/ke-unga/,73,https://drive.google.com/uc?export=download&id=10rK3lUexm_Fljm1R32BzR7QjAsBdqnmz
Carbacid Investments Plc (CARB.ke) 2021 Annual Report,https://africanfinancials.com/document/ke-carb-2021-ar-00/,https://africanfinancials.com/company/ke-carb/,73,https://drive.google.com/uc?export=download&id=1sXxD3nzBJoaH8kFMQp41Qfs9wsf7BmNc
E.A. Cables Limited (CABL.ke) 2020 Annual Report,https://africanfinancials.com/document/ke-cabl-2020-ar-00/,https://africanfinancials.com/company/ke-cabl/,73,https://drive.google.com/uc?export=download&id=1kVEjJCPNBzH0tAeSkaEajtTxx6QBepP3
Eaagads Limited (EGAD.ke) 2021 Annual Report,https://africanfinancials.com/document/ke-egad-2021-ar-00/,https://africanfinancials.com/company/ke-egad/,73,https://drive.google.com/uc?export=download&id=1FSlcbCCimoavlosv8DZ-YXbZg5RYxX3r
Express Limited (XPRS.ke) 2020 Annual Report,https://africanfinancials.com/document/ke-xprs-2020-ar-00/,https://africanfinancials.com/company/ke-xprs/,73,https://drive.google.com/uc?export=download&id=1mRHhsaS2U-p6dvNMNrD27S-rXO5ifnjB
Longhorn Publishers Plc (LKL.ke) 2021 Annual Report,https://africanfinancials.com/document/ke-lkl-2021-ar-00/,https://africanfinancials.com/company/ke-lkl/,73,https://drive.google.com/uc?export=download&id=1I_1EMU3gO187j59kzxB9VoyqUKvh7mXA
Nairobi Business Venture Limited (NBV.ke) 2013 Annual Report,https://africanfinancials.com/document/ke-nbv-2013-ar-00/,https://africanfinancials.com/company/ke-nbv/,73,https://drive.google.com/uc?export=download&id=16r6sUzvlJqVu48WDnOQuMDnN3j_6hdnb
Nairobi Business Venture Limited (NBV.ke) 2014 Annual Report,https://africanfinancials.com/document/ke-nbv-2014-ar-00/,https://africanfinancials.com/company/ke-nbv/,74,https://drive.google.com/uc?export=download&id=1s1UGVn9f8B2WNh-e_g5GvEuzahOWfr1F
Nairobi Business Venture Limited (NBV.ke) 2015 Annual Report,https://africanfinancials.com/document/ke-nbv-2015-ar-00/,https://africanfinancials.com/company/ke-nbv/,74,https://drive.google.com/uc?export=download&id=1nRa8wKNXgMAnrVPCSMgTN2L24XPpK80c
Nairobi Business Venture Limited (NBV.ke) 2016 Annual Report,https://africanfinancials.com/document/ke-nbv-2016-ar-00-2/,https://africanfinancials.com/company/ke-nbv/,74,https://drive.google.com/uc?export=download&id=15NwvFrSaNNQKidvRSME40m-ivhbKKqXQ
Nairobi Business Venture Limited (NBV.ke) 2018 Annual Report,https://africanfinancials.com/document/ke-nbv-2018-ar-00/,https://africanfinancials.com/company/ke-nbv/,74,https://drive.google.com/uc?export=download&id=1C8PPhYx7KnEkLO5NXrsCb2agBWUaiA3h
Nairobi Business Venture Limited (NBV.ke) 2019 Annual Report,https://africanfinancials.com/document/ke-nbv-2019-ar-00/,https://africanfinancials.com/company/ke-nbv/,74,https://drive.google.com/uc?export=download&id=1Kw9Q1-FknNZla44PhwWf4KXBcCOtuk15
Nairobi Business Venture Limited (NBV.ke) 2020 Annual Report,https://africanfinancials.com/document/ke-nbv-2020-ar-00/,https://africanfinancials.com/company/ke-nbv/,74,https://drive.google.com/uc?export=download&id=1081mkUWdt1VtBiWUPLozb_meyDG47TVN
Nairobi Business Venture Limited (NBV.ke) 2021 Annual Report,https://africanfinancials.com/document/ke-nbv-2021-ar-00/,https://africanfinancials.com/company/ke-nbv/,74,https://drive.google.com/uc?export=download&id=1aKLJ1DrtlgSDqdhIC3OHjoy84pIepKau
The Kenya Power & Lighting Company Plc (KPLC.ke) 2021 Annual Report,https://africanfinancials.com/document/ke-kplc-2021-ar-00/,https://africanfinancials.com/company/ke-kplc/,75,https://drive.google.com/uc?export=download&id=120a0bsUE16cMjnP7UCpiMESrl8b64hDP
Williamson Tea Kenya Limited (WTK.ke) 2021 Annual Report,https://africanfinancials.com/document/ke-wtk-2021-ar-00/,https://africanfinancials.com/company/ke-wtk/,75,https://drive.google.com/uc?export=download&id=1631D65DzAMi5bCYJVc1esQdaeP3GU-2T
E.A Portland Cement Company Limited (PORT.ke) 2021 Annual Report,https://africanfinancials.com/document/ke-port-2021-ar-00/,https://africanfinancials.com/company/ke-port/,75,https://drive.google.com/uc?export=download&id=1V5OzFcZ6yrGiEY8Su_WUs40kQLQ9dAI7
Olympia Capital Holdings Limited (OCH.ke) 2021 Annual Report,https://africanfinancials.com/document/ke-och-2021-ar-00/,https://africanfinancials.com/company/ke-och/,76,https://drive.google.com/uc?export=download&id=1MRbROFKhevmOcs8vQEG0gsnokFgj63S_
Centum Investment Company Plc (CTUM.ke) 2021 Annual Report,https://africanfinancials.com/document/ke-ctum-2021-ar-00/,https://africanfinancials.com/company/ke-ctum/,76,https://drive.google.com/uc?export=download&id=1TSixTqEbcJvSCQ_gB3vaEpVpQ1L2JnNE
Home Afrika Limited (HAFR.ke) 2020 Annual Report,https://africanfinancials.com/document/ke-hafr-2020-ar-00/,https://africanfinancials.com/company/ke-hafr/,77,https://drive.google.com/uc?export=download&id=1UhPivf0JvR8ovtpNPd_Ji1ABnumLDBJi
East African Breweries Limited (EABL.ke) 2021 Annual Report,https://africanfinancials.com/document/ke-eabl-2021-ar-00/,https://africanfinancials.com/company/ke-eabl/,77,https://drive.google.com/uc?export=download&id=1kHv1O0aybeXPLUP4hqwkvX2okWkUQ0JV
Safaricom PLC (SCOM.ke) 2021 Annual Report,https://africanfinancials.com/document/ke-scom-2021-ar-00/,https://africanfinancials.com/company/ke-scom/,77,https://drive.google.com/uc?export=download&id=1mUDdXsQhTCdSveMHG3JyUzziSkve4Yh0
Kenya Airways Limited (KQ.ke) 2020 Annual Report,https://africanfinancials.com/document/ke-kq-2020-ar-00/,https://africanfinancials.com/company/ke-kq/,77,https://drive.google.com/uc?export=download&id=1BQrAUGUWKBNh3IvvnIzhmfMRmMR2TXDa
Limuru Tea PLC (LIMT.ke) 2020 Annual Report,https://africanfinancials.com/document/ke-limt-2020-ar-00/,https://africanfinancials.com/company/ke-limt/,78,https://drive.google.com/uc?export=download&id=1z0aYgAFf8c0N8EdHM_4PfuAu2t4OMMDP
BK Group Plc (BKG.ke) 2020 Annual Report,https://africanfinancials.com/document/ke-bkg-2020-ar-00/,https://africanfinancials.com/company/ke-bkg/,78,https://drive.google.com/uc?export=download&id=1cHnY_QuHnpSFA7ZzNDBd44Ildir3w_MA
ScanGroup Limited (SCAN.ke) 2020 Annual Report,https://africanfinancials.com/document/ke-scan-2020-ar-00/,https://africanfinancials.com/company/ke-scan/,79,https://drive.google.com/uc?export=download&id=1wDUQrCp5LoKGn6evNFkm2uutw0gzPcX3
Crown Paints Kenya (CRWN.ke) 2020 Annual Report,https://africanfinancials.com/document/ke-crwn-2020-ar-00/,https://africanfinancials.com/company/ke-crwn/,80,https://drive.google.com/uc?export=download&id=1A91lG-wWqGk7DT_w5_E3VM4YVk5OimQi
Eveready East Africa Limited (EVRD.ke) 2020 Annual Report,https://africanfinancials.com/document/ke-evrd-2020-ar-00/,https://africanfinancials.com/company/ke-evrd/,81,https://drive.google.com/uc?export=download&id=1UBEWKEcnS_BCyG0kL-qBf9H6Sgb9zs1W
Kapchorua Tea Company Plc (KAPC.ke) 2021 Annual Report,https://africanfinancials.com/document/ke-kapc-2021-ar-00/,https://africanfinancials.com/company/ke-kapc/,81,https://drive.google.com/uc?export=download&id=1RJ0QHu9xwoL-LLzZXRjtB_CgtIiXkteU
The Co-operative Bank of Kenya Limited (COOP.ke) 2020 Annual Report,https://africanfinancials.com/document/ke-coop-2020-ar-00/,https://africanfinancials.com/company/ke-coop/,81,https://drive.google.com/uc?export=download&id=17-FtUIVdGKPRWbqUfvKg3l6lRjmbN16e
Williamson Tea Kenya Limited (WTK.ke) 2020 Annual Report,https://africanfinancials.com/document/ke-wtk-2020-ar-00/,https://africanfinancials.com/company/ke-wtk/,81,https://drive.google.com/uc?export=download&id=1WWC_SpEeDqU8NmiJW7GwzxIq1_bjZtU9
Kurwitu Ventures Limited (KURV.ke) 2020 Annual Report,https://africanfinancials.com/document/ke-kurv-2020-ar-00/,https://africanfinancials.com/company/ke-kurv/,83,https://drive.google.com/uc?export=download&id=1uO4RwWpm3AeMAtl6CSsM9uH-4sTGXFiM
HF Group Limited (HFCK.ke) 2020 Annual Report,https://africanfinancials.com/document/ke-hfck-2020-ar-00/,https://africanfinancials.com/company/ke-hfck/,83,https://drive.google.com/uc?export=download&id=1sGHAmVoEKSPMZAMMkXr3OaZP0uLEpJWc
Kenya Re-Insurance Corporation Limited (KNRE.ke) 2020 Annual Report,https://africanfinancials.com/document/ke-knre-2020-ar-00/,https://africanfinancials.com/company/ke-knre/,83,https://drive.google.com/uc?export=download&id=1LyoR3WDD5urb1VGr-wIKZUyvZOBjhKu7
Nairobi Securities Exchange Limited (NSE.ke) 2020 Annual Report,https://africanfinancials.com/document/ke-nse-2020-ar-00/,https://africanfinancials.com/company/ke-nse/,83,https://drive.google.com/uc?export=download&id=1_VZ_DEOd0WJQxG90i8V4QpiMcG0uxuXg
NCBA Group PLC (NCBA.ke) 2020 Annual Report,https://africanfinancials.com/document/ke-ncba-2020-ar-00/,https://africanfinancials.com/company/ke-ncba/,84,https://drive.google.com/uc?export=download&id=1SdU28Owc3UuP9M4LNYb-Y9EYJZf_kGjK
Standard Group Limited (SGL.ke) 2020 Annual Report,https://africanfinancials.com/document/ke-sgl-2020-ar-00/,https://africanfinancials.com/company/ke-sgl/,84,https://drive.google.com/uc?export=download&id=1Nwn0dCRLU_ae0qIuWDWuWY1DcNwbeqg9
Stanlib Fahari I-REIT (FAHR.ke) 2020 Annual Report,https://africanfinancials.com/document/ke-fahr-2020-ar-00/,https://africanfinancials.com/company/ke-fahr/,84,https://drive.google.com/uc?export=download&id=1oqnlZcFTmSzUChMUysTMvqmDMH7Rf2r-
Standard Chartered Bank Limited (SCBK.ke) 2020 Annual Report,https://africanfinancials.com/document/ke-scbk-2020-ar-00/,https://africanfinancials.com/company/ke-scbk/,84,https://drive.google.com/uc?export=download&id=1aUr2CuVaegBKgITw9kM6dMxiAJdo55n9
TotalEnergies Marketing Kenya Plc (TOTL.ke) 2020 Annual Report,https://africanfinancials.com/document/ke-totl-2020-ar-00/,https://africanfinancials.com/document/ke-totl-2020-ar-00/,85,https://drive.google.com/uc?export=download&id=1fA4Qw7Ag-Bg3FjTZtoetvYKHp1LcWXZc
TPS Eastern Africa (Serena) Limited (TPSE.ke) 2020 Annual Report,https://africanfinancials.com/document/ke-tpse-2020-ar-00/,https://africanfinancials.com/company/ke-tpse/,85,https://drive.google.com/uc?export=download&id=1PMLx9G8UqOmljBJavr6K0qimzrcpbCuM
Umeme Limited (UMME.ke) 2020 Annual Report,https://africanfinancials.com/document/ke-umme-2020-ar-00/,https://africanfinancials.com/company/ke-umme/,85,https://drive.google.com/uc?export=download&id=1xpe9zPLgNK7ZZmdvWKd1GTE549jnFJ30
Flame Tree Group Holdings Limited (FTGH.ke) 2020 Annual Report,https://africanfinancials.com/document/ke-ftgh-2020-ar-00/,https://africanfinancials.com/company/ke-ftgh/,85,https://drive.google.com/uc?export=download&id=1T_Tae0wviQ6v3voManxcHXG0k3UoNnZF
I&M Group Plc (IMH.ke) 2020 Annual Report,https://africanfinancials.com/document/ke-imh-2020-ar-00/,https://africanfinancials.com/company/ke-imh/,85,https://drive.google.com/uc?export=download&id=1QMikhritcJx9oKguZEKsizuByKDV54jZ
Kakuzi Limited (KUKZ.ke) 2020 Annual Report,https://africanfinancials.com/document/ke-kukz-2020-ar-00/,https://africanfinancials.com/company/ke-kukz/,86,https://drive.google.com/uc?export=download&id=1hYB_E8sRczLebj0FjmYZLjB1PX1Dg87f
Kapchorua Tea Company Plc (KAPC.ke) 2020 Annual Report,https://africanfinancials.com/document/ke-kapc-2020-ar-00/,https://africanfinancials.com/company/ke-kapc/,86,https://drive.google.com/uc?export=download&id=1M_8LsRDf_-XmPo9Q_xFaVtCutAABgQ_V
KenGen Limited (KEGN.ke) 2020 Annual Report,https://africanfinancials.com/document/ke-kegn-2020-ar-00/,https://africanfinancials.com/company/ke-kegn/,86,https://drive.google.com/uc?export=download&id=1huLC8Upz4vQLefdmXs7vGAsBlBQeR1c1
Liberty Kenya Holdings Limited (LBTY.ke) 2020 Annual Report,https://africanfinancials.com/document/ke-lbty-2020-ar-00/,https://africanfinancials.com/company/ke-lbty/,86,https://drive.google.com/uc?export=download&id=1PpmtZUfcjVD7U-nma3hpfnFCruZqXZVU
Sameer Africa Limited (SAMEER.ke) 2020 Annual Report,https://africanfinancials.com/document/ke-sameer-2020-ar-00/,https://africanfinancials.com/company/ke-sameer/,86,https://drive.google.com/uc?export=download&id=1lB-HPI4PpaSCXvV8Pz73WwSd3z5sHD27
Sanlam Kenya Plc (SLAM.ke) 2020 Annual Report,https://africanfinancials.com/document/ke-slam-2020-ar-00/,https://africanfinancials.com/company/ke-slam/,86,https://drive.google.com/uc?export=download&id=1y7hSqqpXP_WFAgGZKbHLtgCbCVmY28T8
Sasini Limited (SASN.ke) 2020 Annual Report,https://africanfinancials.com/document/ke-sasn-2020-ar-00/,https://africanfinancials.com/company/ke-sasn/,87,https://drive.google.com/uc?export=download&id=1i4fwF_rm_vy_4TItATtPK8vLtr_RAeae
The Kenya Power & Lighting Company Plc (KPLC.ke) 2020 Annual Report,https://africanfinancials.com/document/ke-kplc-2020-ar-00/,https://africanfinancials.com/company/ke-kplc/,87,https://drive.google.com/uc?export=download&id=1NQrefAJVu19uX4WtKS1RKjanKcu_NUKr
Diamond Trust Bank of Kenya Limited (DTK.ke) 2020 Annual Report,https://africanfinancials.com/document/ke-dtk-2020-ar-00/,https://africanfinancials.com/company/ke-dtk/,87,https://drive.google.com/uc?export=download&id=1d2vnu2UbmDauWa9dCe-ZNeMqP3sem5rj
E.A Portland Cement Company Limited (PORT.ke) 2020 Annual Report,https://africanfinancials.com/document/ke-port-2020-ar-00/,https://africanfinancials.com/company/ke-port/,87,https://drive.google.com/uc?export=download&id=16L7ygSforPp6X9esDpHqtSM5kR7Rjr8F
Express Limited (XPRS.ke) 2016 Annual Report,https://africanfinancials.com/document/ke-xprs-2016-ar-00/,https://africanfinancials.com/company/ke-xprs/,87,https://drive.google.com/uc?export=download&id=151dxuwneIsA480aHiGybOSWZJceLVca-
Express Limited (XPRS.ke) 2019 Annual Report,https://africanfinancials.com/document/ke-xprs-2019-ar-00/,https://africanfinancials.com/company/ke-xprs/,87,https://drive.google.com/uc?export=download&id=1LZi7DWw0bFlQ-TANsWnwZmyEFgrTESK5
Absa Bank Kenya Plc (ABSA.ke) 2020 Annual Report,https://africanfinancials.com/document/ke-absa-2020-ar-00/,https://africanfinancials.com/company/ke-absa/,88,https://drive.google.com/uc?export=download&id=1MfsQgxaa4FH9xzeD9MO7hzFfXACLTjn1
Bamburi Cement Limited (BAMB.ke) 2020 Annual Report,https://africanfinancials.com/document/ke-bamb-2020-ar-00/,https://africanfinancials.com/company/ke-bamb/,88,https://drive.google.com/uc?export=download&id=1UfxXg7nOODrC5V1cvrefA88wGEOGsNvs
BOC Kenya Limited (BOC.ke) 2020 Annual Report,https://africanfinancials.com/document/ke-boc-2020-ar-00/,https://africanfinancials.com/company/ke-boc/,88,https://drive.google.com/uc?export=download&id=1V33yT4TxmS-6TLvsKn0UMe2yMWChe_tZ
Britam Holdings Limited (BRIT.ke) 2020 Annual Report,https://africanfinancials.com/document/ke-brit-2020-ar-00/,https://africanfinancials.com/company/ke-brit/,88,https://drive.google.com/uc?export=download&id=1fiVJXCuxYoUdsLhHOuJeMiRicuGFhb44
British American Tobacco Kenya Limited (BAT.ke) 2020 Annual Report,https://africanfinancials.com/document/ke-bat-2020-ar-00/,https://africanfinancials.com/company/ke-bat/,88,https://drive.google.com/uc?export=download&id=1i8o_i588V4L2hi6QWuEY5N8Nebn-fx7j
Car & General Limited (CGEN.ke) 2020 Annual Report,https://africanfinancials.com/document/ke-cgen-2020-ar-00/,https://africanfinancials.com/company/ke-cgen/,88,https://drive.google.com/uc?export=download&id=10LmnJbf1z4Pf9KB9QuGswmXrCx5G7Wg4
CIC Insurance Group (CIC.ke) 2020 Annual Report,https://africanfinancials.com/document/ke-cic-2020-ar-00/,https://africanfinancials.com/company/ke-cic/,88,https://drive.google.com/uc?export=download&id=1fODz99QtrAMowRr4qdaDExGy9rgY9Woz
Crown Paints Kenya (CRWN.ke) 2018 Annual Report,https://africanfinancials.com/document/ke-crwn-2018-ar-00/,https://africanfinancials.com/company/ke-crwn/,89,https://drive.google.com/uc?export=download&id=1DsNC7KZjRKqjRHcqcBwQmjWL0e1yVyQp
Crown Paints Kenya (CRWN.ke) 2019 Annual Report,https://africanfinancials.com/document/ke-crwn-2019-ar-00/,https://africanfinancials.com/company/ke-crwn/,89,https://drive.google.com/uc?export=download&id=1s4hr9Y9RgvDRljoILaleoday6e0vEhMl
Stanbic Holdings Plc (SBIC.ke) 2020 Annual Report,https://africanfinancials.com/document/ke-sbic-2020-ar-00/,https://africanfinancials.com/company/ke-sbic/,89,https://drive.google.com/uc?export=download&id=1iC7fdIv9vzDHirgeLZykXPDq-yTO3zQI
Diamond Trust Bank of Kenya Limited (DTK.ke) 2019 Annual Report,https://africanfinancials.com/document/ke-dtk-2019-ar-00-2/,https://africanfinancials.com/company/ke-dtk/,89,
E.A Portland Cement Company Limited (PORT.ke) 2019 Annual Report,https://africanfinancials.com/document/ke-port-2019-ar-00/,https://africanfinancials.com/company/ke-port/,89,
Equity Bank Limited (EQTY.ke) 2020 Annual Report,https://africanfinancials.com/document/ke-eqty-2020-ar-00/,https://africanfinancials.com/company/ke-eqty/,89,
Jubilee Holdings Limited (JUB.ke) 2020 Annual Report,https://africanfinancials.com/document/ke-jub-2020-ar-00/,https://africanfinancials.com/company/ke-jub/,89,
KCB Group Plc (KCB.ke) 2020 Annual Report,https://africanfinancials.com/document/ke-kcb-2020-ar-00/,https://africanfinancials.com/company/ke-kcb/,89,
Nation Media Group Limited (NMG.ke) 2020 Annual Report,https://africanfinancials.com/document/ke-nmg-2020-ar-00/,https://africanfinancials.com/company/ke-nmg/,90,
Uchumi Supermarkets Limited (UCHM.ke) 2020 Annual Report,https://africanfinancials.com/document/ke-uchm-2020-ar-00/,https://africanfinancials.com/company/ke-uchm/,95,
Stanbic Holdings Plc (SBIC.ke) 2019 Annual Report,https://africanfinancials.com/document/ke-cfc-2019-ar-00/,https://africanfinancials.com/company/ke-sbic/,97,
Kurwitu Ventures Limited (KURV.ke) 2019 Annual Report,https://africanfinancials.com/document/ke-kurv-2019-ar-00/,https://africanfinancials.com/company/ke-kurv/,97,
Uchumi Supermarkets Limited (UCHM.ke) 2019 Annual Report,https://africanfinancials.com/document/ke-uchm-2019-ar-00/,https://africanfinancials.com/company/ke-uchm/,98,
Longhorn Publishers Plc (LKL.ke) 2019 Annual Report,https://africanfinancials.com/document/ke-lkl-2019-ar-00/,https://africanfinancials.com/company/ke-lkl/,98,
Eaagads Limited (EGAD.ke) 2019 Annual Report,https://africanfinancials.com/document/ke-egad-2019-ar-00/,https://africanfinancials.com/company/ke-egad/,99,
Olympia Capital Holdings Limited (OCH.ke) 2019 Annual Report,https://africanfinancials.com/document/ke-och-2019-ar-00/,https://africanfinancials.com/company/ke-och/,99,
Sasini Limited (SASN.ke) 2019 Annual Report,https://africanfinancials.com/document/ke-sasn-2019-ar-00/,https://africanfinancials.com/company/ke-sasn/,99,
Carbacid Investments Plc (CARB.ke) 2020 Annual Report,https://africanfinancials.com/document/ke-carb-2020-ar-00/,https://africanfinancials.com/company/ke-carb/,99,
Centum Investment Company Plc (CTUM.ke) 2020 Annual Report,https://africanfinancials.com/document/ke-ctum-2020-ar-00/,https://africanfinancials.com/company/ke-ctum/,99,https://drive.google.com/uc?export=download&id=10K0rJgLnoSlUd48KWeN6eaQr-yySL36Z
Eaagads Limited (EGAD.ke) 2020 Annual Report,https://africanfinancials.com/document/ke-egad-2020-ar-00/,https://africanfinancials.com/company/ke-egad/,100,
East African Breweries Limited (EABL.ke) 2020 Annual Report,https://africanfinancials.com/document/ke-eabl-2020-ar-00/,https://africanfinancials.com/company/ke-eabl/,100,
Longhorn Publishers Plc (LKL.ke) 2020 Annual Report,https://africanfinancials.com/document/ke-lkl-2020-ar-00/,https://africanfinancials.com/company/ke-lkl/,102,
Olympia Capital Holdings Limited (OCH.ke) 2020 Annual Report,https://africanfinancials.com/document/ke-och-2020-ar-00/,https://africanfinancials.com/company/ke-och/,102,
Safaricom PLC (SCOM.ke) 2020 Annual Report,https://africanfinancials.com/document/ke-scom-2020-ar-00/,https://africanfinancials.com/company/ke-scom/,103,
Unga Group Limited (UNGA.ke) 2020 Annual Report,https://africanfinancials.com/document/ke-unga-2020-ar-00/,https://africanfinancials.com/company/ke-unga/,104,
Kenya Airways Limited (KQ.ke) 2019 Annual Report,https://africanfinancials.com/document/ke-kq-2019-ar-00/,https://africanfinancials.com/company/ke-kq/,104,
ScanGroup Limited (SCAN.ke) 2019 Annual Report,https://africanfinancials.com/document/ke-scan-2019-ar-00/,https://africanfinancials.com/company/ke-scan/,105,
Centum Investment Company Plc (CTUM.ke) 2019 Annual Report,https://africanfinancials.com/document/ke-icdc-2019-ar-00/,https://africanfinancials.com/company/ke-ctum/,105,
Safaricom PLC (SCOM.ke) 2019 Annual Report,https://africanfinancials.com/document/ke-scom-2019-ar-00/,https://africanfinancials.com/company/ke-scom/,105,
Kapchorua Tea Company Plc (KAPC.ke) 2019 Annual Report,https://africanfinancials.com/document/ke-kapc-2019-ar-00/,https://africanfinancials.com/company/ke-kapc/,106,
Car & General Limited (CGEN.ke) 2019 Annual Report,https://africanfinancials.com/document/ke-cgen-2019-ar-00/,https://africanfinancials.com/company/ke-cgen/,108,
Car & General Limited (CG.ke) 2018 Annual Report,https://africanfinancials.com/document/ke-cg-2018-ar-00/,https://africanfinancials.com/company/ke-cgen/,108,
BOC Kenya Limited (BOC.ke) 2018 Annual Report,https://africanfinancials.com/document/ke-boc-2018-ar-00/,https://africanfinancials.com/company/ke-boc/,108,
Equity Bank Limited (EQTY.ke) 2019 Annual Report,https://africanfinancials.com/document/ke-eqty-2019-ar-00/,https://africanfinancials.com/company/ke-eqty/,108,
East African Breweries PLC (EABL.ke) 2019 Annual Report,https://africanfinancials.com/document/ke-eabl-2019-ar-00/,https://africanfinancials.com/company/ke-eabl/,108,
Diamond Trust Bank of Kenya Limited (DTK.ke) 2018 Annual Report,https://africanfinancials.com/document/ke-dtk-2018-ar-00/,https://africanfinancials.com/company/ke-dtk/,109,
Carbacid Investments Plc (CARB.ke) 2019 Annual Report,https://africanfinancials.com/document/ke-carb-2019-ar-00/,https://africanfinancials.com/company/ke-carb/,110,https://drive.google.com/uc?export=download&id=1_1IYm4iY0wTp5wuHNUf29Poo3LNel8xW
Williamson Tea Kenya Limited (WTK.ke) 2019 Annual Report,https://africanfinancials.com/document/ke-wtk-2019-ar-00/,https://africanfinancials.com/company/ke-wtk/,114,
Absa Bank Kenya Plc (ABSA.ke) 2019 Annual Report,https://africanfinancials.com/document/ke-absa-2019-ar-00/,https://africanfinancials.com/company/ke-absa/,114,
Absa Bank Kenya Plc (ABSA.ke) 2019 Annual Report,https://africanfinancials.com/document/ke-absa-2019-ar-00-2/,https://africanfinancials.com/company/ke-absa/,114,
Bamburi Cement Limited (BAMB.ke) 2019 Annual Report,https://africanfinancials.com/document/ke-bamb-2019-ar-00/,https://africanfinancials.com/company/ke-bamb/,114,
BK Group Plc (BKG.ke) 2019 Annual Report,https://africanfinancials.com/document/ke-bok-2019-ar-00/,https://africanfinancials.com/company/ke-bkg/,114,
BOC Kenya Limited (BOC.ke) 2019 Annual Report,https://africanfinancials.com/document/ke-boc-2019-ar-00/,https://africanfinancials.com/company/ke-boc/,114,
Britam Holdings Limited (BRIT.ke) 2019 Annual Report,https://africanfinancials.com/document/ke-brit-2019-ar-00/,https://africanfinancials.com/company/ke-brit/,114,
British American Tobacco Kenya Limited (BAT.ke) 2019 Annual Report,https://africanfinancials.com/document/ke-bat-2019-ar-00/,https://africanfinancials.com/company/ke-bat/,115,
CIC Insurance Group (CIC.ke) 2019 Annual Report,https://africanfinancials.com/document/ke-cic-2019-ar-00/,https://africanfinancials.com/company/ke-cic/,115,
Diamond Trust Bank of Kenya Limited (DTK.ke) 2019 Annual Report,https://africanfinancials.com/document/ke-dtk-2019-ar-00/,https://africanfinancials.com/company/ke-dtk/,115,
E.A. Cables Limited (CABL.ke) 2019 Annual Report,https://africanfinancials.com/document/ke-cabl-2019-ar-00/,https://africanfinancials.com/company/ke-cabl/,115,
Eveready East Africa Limited (EVRD.ke) 2019 Annual Report,https://africanfinancials.com/document/ke-evrd-2019-ar-00/,https://africanfinancials.com/company/ke-evrd/,116,
Flame Tree Group Holdings Limited (FTGH.ke) 2019 Annual Report,https://africanfinancials.com/document/ke-ftgh-2019-ar-00/,https://africanfinancials.com/company/ke-ftgh/,116,
HF Group Limited (HFCK.ke) 2019 Annual Report,https://africanfinancials.com/document/ke-hfck-2019-ar-00/,https://africanfinancials.com/company/ke-hfck/,116,
Home Afrika Limited (HAFR.ke) 2019 Annual Report,https://africanfinancials.com/document/ke-hafr-2019-ar-00/,https://africanfinancials.com/company/ke-hafr/,116,
I&M Group Plc (IMH.ke) 2019 Annual Report,https://africanfinancials.com/document/ke-im-2019-ar-00/,https://africanfinancials.com/company/ke-imh/,117,https://drive.google.com/uc?export=download&id=1tw_QLgJkVXWcQh0qzy1i74MMlrT9KMD7
Jubilee Holdings Limited (JUB.ke) 2019 Annual Report,https://africanfinancials.com/document/ke-jub-2019-ar-00/,https://africanfinancials.com/company/ke-jub/,117,
Kakuzi Limited (KUKZ.ke) 2019 Annual Report,https://africanfinancials.com/document/ke-kukz-2019-ar-00/,https://africanfinancials.com/company/ke-kukz/,117,
KCB Group Plc (KCB.ke) 2019 Annual Report,https://africanfinancials.com/document/ke-kcb-2019-ar-00/,https://africanfinancials.com/company/ke-kcb/,117,
