title,document_url,company_url,page_number
British American Tobacco Kenya Limited (BAT.ke) 2023 Annual Report,https://africanfinancials.com/document/ke-bat-2023-ar-00/,https://africanfinancials.com/company/ke-bat/,29
East Africa Cables Plc(CABL.ke) 2023 Annual Report,https://africanfinancials.com/document/ke-cabl-2023-ar-00/,https://africanfinancials.com/company/ke-cabl/,29
Standard Chartered Bank Limited (SCBK.ke) 2023 Annual Report,https://africanfinancials.com/document/ke-scbk-2023-ar-00/,https://africanfinancials.com/company/ke-scbk/,30
KCB Group Plc (KCB.ke) 2023 Annual Report,https://africanfinancials.com/document/ke-kcb-2023-ar-00/,https://africanfinancials.com/company/ke-kcb/,30
Car & General Limited (CGEN.ke) 2023 Annual Report,https://africanfinancials.com/document/ke-cgen-2023-ar-00/,https://africanfinancials.com/company/ke-cgen/,30
Umeme Limited (UMME.ke) 2023 Annual Report,https://africanfinancials.com/document/ke-umme-2023-ar-00/,https://africanfinancials.com/company/ke-umme/,31
Liberty Kenya Holdings Limited (LBTY.ke) 2023 Annual Report,https://africanfinancials.com/document/ke-lbty-2023-ar-00/,https://africanfinancials.com/company/ke-lbty/,31
Stanlib Fahari I-REIT (FAHR.ke) 2023 Annual Report,https://africanfinancials.com/document/ke-fahr-2023-ar-00/,https://africanfinancials.com/company/ke-fahr/,32
Kenya Orchards Plc (ORCH.ke) 2023 Annual Report,https://africanfinancials.com/document/ke-orch-2023-ar-00/,https://africanfinancials.com/company/ke-orch/,33
Kakuzi Limited (KUKZ.ke) 2023 Annual Report,https://africanfinancials.com/document/ke-kukz-2023-ar-00/,https://africanfinancials.com/company/ke-kukz/,34
Longhorn Publishers Plc (LKL.ke) 2023 Annual Report,https://africanfinancials.com/document/ke-lkl-2023-ar-00/,https://africanfinancials.com/company/ke-lkl/,35
KenGen Limited (KEGN.ke) 2023 Annual Report,https://africanfinancials.com/document/ke-kegn-2023-ar-00/,https://africanfinancials.com/company/ke-kegn/,35
Sasini Limited (SASN.ke) 2023 Annual Report,https://africanfinancials.com/document/ke-sasn-2023-ar-00/,https://africanfinancials.com/company/ke-sasn/,35
Trans-Century Limited (TCL.ke) 2023 Annual Report,https://africanfinancials.com/document/ke-tcl-2023-ar-00/,https://africanfinancials.com/company/ke-tcl/,36
E.A Portland Cement Company Limited (PORT.ke) 2023 Annual Report,https://africanfinancials.com/document/ke-port-2023-ar-00/,https://africanfinancials.com/company/ke-port/,36
The Kenya Power & Lighting Company Plc (KPLC.ke) 2023 Annual Report,https://africanfinancials.com/document/ke-kplc-2023-ar-00/,https://africanfinancials.com/company/ke-kplc/,36
Unga Group Limited (UNGA.ke) 2023 Annual Report,https://africanfinancials.com/document/ke-unga-2023-ar-00/,https://africanfinancials.com/company/ke-unga/,37
