title,document_url,company_url,page_number
Safaricom PLC (SCOM.ke) 2022 Annual Report,https://africanfinancials.com/document/ke-scom-2022-ar-00/,https://africanfinancials.com/company/ke-scom/,15
Stanbic Holdings Plc (SBIC.ke) 2024 Annual Report,https://africanfinancials.com/document/ke-sbic-2024-ar-00/,https://africanfinancials.com/company/ke-sbic/,16
BK Group Plc (BKG.ke) 2021 Annual Report,https://africanfinancials.com/document/ke-bkg-2021-ar-00/,https://africanfinancials.com/company/ke-bkg/,17
Nation Media Group Limited (NMG.ke) 2021 Annual Report,https://africanfinancials.com/document/ke-nmg-2021-ar-00/,https://africanfinancials.com/company/ke-nmg/,17
Crown Paints Kenya (CRWN.ke) 2021 Annual Report,https://africanfinancials.com/document/ke-crwn-2021-ar-00/,https://africanfinancials.com/company/ke-crwn/,17
Trans-Century Limited (TCL.ke) 2021 Annual Report,https://africanfinancials.com/document/ke-tcl-2021-ar-00/,https://africanfinancials.com/company/ke-tcl/,17
Jubilee Holdings Limited (JUB.ke) 2021 Annual Report,https://africanfinancials.com/document/ke-jub-2021-ar-00/,https://africanfinancials.com/company/ke-jub/,17
Limuru Tea PLC (LIMT.ke) 2021 Annual Report,https://africanfinancials.com/document/ke-limt-2021-ar-00/,https://africanfinancials.com/company/ke-limt/,17
E.A. Cables Limited (CABL.ke) 2021 Annual Report,https://africanfinancials.com/document/ke-cabl-2021-ar-00/,https://africanfinancials.com/company/ke-cabl/,17
Absa Bank Kenya Plc (ABSA.ke) 2021 Annual Report,https://africanfinancials.com/document/ke-absa-2021-ar-00/,https://africanfinancials.com/company/ke-absa/,17
Bamburi Cement Limited (BAMB.ke) 2021 Annual Report,https://africanfinancials.com/document/ke-bamb-2021-ar-00/,https://africanfinancials.com/company/ke-bamb/,17
Diamond Trust Bank of Kenya Limited (DTK.ke) 2021 Annual Report,https://africanfinancials.com/document/ke-dtk-2021-ar-00/,https://africanfinancials.com/company/ke-dtk/,17
HF Group Limited (HFCK.ke) 2021 Annual Report,https://africanfinancials.com/document/ke-hfck-2021-ar-00/,https://africanfinancials.com/company/ke-hfck/,17
KCB Group Plc (KCB.ke) 2021 Annual Report,https://africanfinancials.com/document/ke-kcb-2021-ar-00/,https://africanfinancials.com/company/ke-kcb/,17
Sasini Limited (SASN.ke) 2024 Annual Report,https://africanfinancials.com/document/ke-sasn-2024-ar-00/,https://africanfinancials.com/company/ke-sasn/,18
Stanbic Holdings Plc (SBIC.ke) 2021 Annual Report,https://africanfinancials.com/document/ke-sbic-2021-ar-00/,https://africanfinancials.com/company/ke-sbic/,19
Umeme Limited (UMME.ke) 2021 Annual Report,https://africanfinancials.com/document/ke-umme-2021-ar-00/,https://africanfinancials.com/company/ke-umme/,19
Eveready East Africa Limited (EVRD.ke) 2021 Annual Report,https://africanfinancials.com/document/ke-evrd-2021-ar-00/,https://africanfinancials.com/company/ke-evrd/,19
Sasini Limited (SASN.ke) 2021 Annual Report,https://africanfinancials.com/document/ke-sasn-2021-ar-00/,https://africanfinancials.com/company/ke-sasn/,19
Car & General Limited (CGEN.ke) 2021 Annual Report,https://africanfinancials.com/document/ke-cgen-2021-ar-00/,https://africanfinancials.com/company/ke-cgen/,19
